"respondent_id","h1n1_vaccine","seasonal_vaccine"
26707,0.335789845382024,0.278592926869512
26708,0.146604257880776,0.184311374771321
26709,0.678125297091424,0.716130845838598
26710,0.615398137588772,0.751398373125553
26711,0.361333842841645,0.445909456818961
26712,0.676853614200839,0.780677342555972
26713,0.561222459105396,0.574022191423784
26714,0.250656428943949,0.223750228753555
26715,0.168791417323269,0.221759443259312
26716,0.33449974531084,0.720245892742147
26717,0.165522054375226,0.454518789608039
26718,0.522924326866129,0.390301469626544
26719,0.256435627308714,0.769373011451202
26720,0.179778063757886,0.307849337322716
26721,0.604387320249174,0.616015439571263
26722,0.180205812804835,0.225013220158329
26723,0.704226232163288,0.800833569666892
26724,0.522248490788442,0.789383532969064
26725,0.327452129677919,0.329485850045506
26726,0.246022856115598,0.189073180131874
26727,0.542027966628076,0.724101942983109
26728,0.423663540211585,0.473129660987934
26729,0.223791793845837,0.270284920260624
26730,0.183381369170091,0.283857293776307
26731,0.120435279000995,0.236989926430756
26732,0.205742579779164,0.251073478760027
26733,0.852964607187801,0.804128549789433
26734,0.752878352375125,0.506613298339998
26735,0.278405494708688,0.376434698455507
26736,0.206722446082629,0.239429719905977
26737,0.156409107789306,0.176182040385131
26738,0.735943524569627,0.742387193750977
26739,0.166419403343053,0.25639648018628
26740,0.32656270223331,0.212775451872527
26741,0.468426065211915,0.777286479747685
26742,0.290536108204336,0.37227952198255
26743,0.194933140958936,0.35887843807528
26744,0.305946626802744,0.618777714173787
26745,0.334731012198941,0.786356217310918
26746,0.420767469008076,0.457455668259469
26747,0.247068117131648,0.308345253332806
26748,0.245888849901523,0.200947622869365
26749,0.286320150673302,0.525508596869267
26750,0.738380013342679,0.768063760359583
26751,0.49639408158167,0.592567157036888
26752,0.162727699002165,0.178807402809804
26753,0.370148591427664,0.582760173570861
26754,0.343671054060795,0.378129192714201
26755,0.19545000030546,0.391451048327281
26756,0.119097534579914,0.148515542226225
26757,0.60443328928667,0.632449906034565
26758,0.664660470312957,0.717066626958876
26759,0.19128339002993,0.232238621244827
26760,0.206524689184536,0.183661722125212
