"respondent_id","h1n1_vaccine","seasonal_vaccine"
26707,0.22,0.311666666666667
26708,0.00333333333333333,0.00333333333333333
26709,0.785,0.778333333333333
26710,0.751666666666667,0.95
26711,0.561666666666667,0.463333333333333
26712,0.963333333333333,0.986666666666667
26713,0.698333333333333,0.788333333333333
26714,0.221666666666667,0.0916666666666667
26715,0.00333333333333333,0.0533333333333333
26716,0.356666666666667,0.963333333333333
26717,0.04,0.255
26718,0.58,0.505
26719,0.311666666666667,0.946666666666667
26720,0.0283333333333333,0.298333333333333
26721,0.648333333333333,0.27
26722,0.0666666666666667,0.09
26723,0.95,0.993333333333333
26724,0.19,0.986666666666667
26725,0.015,0.0116666666666667
26726,0.02,0.00666666666666667
26727,0.711666666666667,0.985
26728,0.356666666666667,0.526666666666667
26729,0.695,0.765
26730,0.0333333333333333,0.125
26731,0.025,0.14
26732,0.2,0.133333333333333
26733,1,0.993333333333333
26734,0.918333333333333,0.56
26735,0.176666666666667,0.396666666666667
26736,0.0283333333333333,0.0633333333333333
26737,0.106666666666667,0.0783333333333333
26738,0.926666666666667,0.918333333333333
26739,0.176666666666667,0.128333333333333
26740,0.27,0.0633333333333333
26741,0.671666666666667,0.953333333333333
26742,0.055,0.331666666666667
26743,0.045,0.376666666666667
26744,0.251666666666667,0.786666666666667
26745,0.56,0.935
26746,0.085,0.136666666666667
26747,0.0266666666666667,0.0483333333333333
26748,0.145,0.01
26749,0.215,0.648333333333333
26750,0.968333333333333,1
26751,0.815,0.885
26752,0.01,0.0233333333333333
26753,0.523333333333333,0.861666666666667
26754,0.485,0.641666666666667
26755,0.05,0.415
26756,0.00166666666666667,0
26757,0.686666666666667,0.593333333333333
26758,0.938333333333333,0.961666666666667
26759,0.0133333333333333,0.0233333333333333
26760,0.01,0.0133333333333333
26761,0.538333333333333,0.838333333333333
26762,0.183333333333333,0.695
26763,0.993333333333333,0.995
26764,0.993333333333333,0.985
26765,0.435,0.725
26766,0.231666666666667,0.0733333333333333
26767,0.986666666666667,0.936666666666667
26768,0.153333333333333,0.413333333333333
26769,0.305,0.233333333333333
26770,0.45,0.47
26771,0.0316666666666667,0.138333333333333
26772,0.07,0.385
26773,0.165,0.428333333333333
26774,0.205,0.391666666666667
26775,0.0466666666666667,0.4
26776,0.833333333333333,0.328333333333333
26777,0.268333333333333,0.881666666666667
26778,0.223333333333333,0.0266666666666667
26779,0.288333333333333,0.558333333333333
26780,0.56,0.956666666666667
26781,0.286666666666667,0.548333333333333
26782,0.01,0.303333333333333
26783,0.0233333333333333,0.111666666666667
26784,0.851666666666667,0.98
26785,0.655,0.745
26786,0.201666666666667,0.135
26787,0.126666666666667,0.696666666666667
26788,0.32,0.816666666666667
26789,0.0483333333333333,0.266666666666667
26790,0.0116666666666667,0.0683333333333333
26791,0.0183333333333333,0.0116666666666667
26792,0.578333333333333,0.875
26793,0.443333333333333,0.99
26794,0.99,0.943333333333333
26795,0.47,0.923333333333333
26796,0.005,0.00666666666666667
26797,0.533333333333333,0.773333333333333
26798,0.51,0.21
26799,0.783333333333333,0.538333333333333
26800,0.185,0.995
26801,0.525,0.343333333333333
26802,0.03,0.161666666666667
26803,0.0116666666666667,0.0633333333333333
26804,0.0266666666666667,0.0433333333333333
26805,0.05,0.0816666666666667
26806,0.318333333333333,0.981666666666667
26807,0.936666666666667,0.998333333333333
26808,0.62,0.566666666666667
26809,0.891666666666667,0.245
26810,0.065,0.025
26811,0.01,0.0866666666666667
26812,0.278333333333333,0.735
26813,0.61,0.603333333333333
26814,0.0183333333333333,0.65
26815,0.00166666666666667,0
26816,0.265,0.06
26817,0.813333333333333,0.976666666666667
26818,0.111666666666667,0.121666666666667
26819,0.905,0.465
26820,0.0933333333333333,0.121666666666667
26821,0.153333333333333,0.535
26822,0.628333333333333,0.743333333333333
26823,0.636666666666667,0.578333333333333
26824,0.0666666666666667,0.706666666666667
26825,0.535,0.618333333333333
26826,0.0983333333333333,0.813333333333333
26827,0.02,0.005
26828,0.913333333333333,0.981666666666667
26829,0.955,0.993333333333333
26830,0.113333333333333,0.868333333333333
26831,0.573333333333333,0.936666666666667
26832,0.601666666666667,0.841666666666667
26833,0.0366666666666667,0.293333333333333
26834,0.501666666666667,0.455
26835,0.823333333333333,0.968333333333333
26836,0.423333333333333,0.788333333333333
26837,0.193333333333333,0.0316666666666667
26838,0.0216666666666667,0.53
26839,0.555,0.565
26840,0.0283333333333333,0.0116666666666667
26841,0.84,0.955
26842,0.02,0.0183333333333333
26843,0.015,0.005
26844,0.155,0.328333333333333
26845,0.103333333333333,0.815
26846,0.085,0.885
26847,0.466666666666667,0.188333333333333
26848,0.236666666666667,0.831666666666667
26849,0.526666666666667,0.641666666666667
26850,0.828333333333333,0.56
26851,0.00666666666666667,0.00333333333333333
26852,0.00166666666666667,0
26853,0.87,0.648333333333333
26854,0.01,0.00666666666666667
26855,0.975,0.988333333333333
26856,0.203333333333333,0.02
26857,0.713333333333333,0.308333333333333
26858,0.473333333333333,0.663333333333333
26859,0.005,0.00833333333333333
26860,0.315,0.0916666666666667
26861,0.05,0.0616666666666667
26862,0.07,0.148333333333333
26863,0.455,0.43
26864,0.635,0.643333333333333
