"respondent_id","h1n1_vaccine","seasonal_vaccine"
26707,0.378453176665371,0.422164253064661
26708,0.225769439228519,0.180510245943657
26709,0.632775880741262,0.630340159302556
26710,0.592534113669653,0.709692028471421
26711,0.503920148755447,0.504113338598005
26712,0.738484045665707,0.776016338895403
26713,0.555533803029027,0.595966287885764
26714,0.360868304023725,0.309274572916974
26715,0.239142656676685,0.326149978012131
26716,0.468691902932696,0.735747147155544
26717,0.235512724985319,0.393100340189458
26718,0.483576278456178,0.49932822610101
26719,0.424346760432017,0.695437767562539
26720,0.322357668261195,0.396043751032046
26721,0.539281317531948,0.431576048391094
26722,0.316454033696038,0.307216460740959
26723,0.723281866808223,0.785647604928582
26724,0.396116985247695,0.738842291729222
26725,0.242844726592179,0.223258202606754
26726,0.224487674749994,0.175529465708313
26727,0.540513269185558,0.745334434013668
26728,0.452924381499545,0.501451973553958
26729,0.453162923092178,0.482620127704488
26730,0.305361252466617,0.386696026238314
26731,0.253557731417566,0.384265151230045
26732,0.366443341213901,0.30370595305181
26733,0.846825364608409,0.8022875664634
26734,0.708384368917789,0.522519630445491
26735,0.421986625666144,0.497046323424129
26736,0.332387304864808,0.333859048236066
26737,0.358154714922107,0.335614230486501
26738,0.68035651566934,0.659273096073325
26739,0.416601095343258,0.38748162484133
26740,0.390414966987489,0.272130416463223
26741,0.556592938682026,0.726782890446973
26742,0.336949701087249,0.416962325757234
26743,0.293746257563637,0.428095538123811
26744,0.389446341401077,0.592563524932364
26745,0.52526419330365,0.758124322197523
26746,0.361220558950536,0.402283774168889
26747,0.307013045139396,0.29989123200307
26748,0.351787269240477,0.198567441691751
26749,0.400818096878272,0.50960702680603
26750,0.711314307480651,0.785992246748623
26751,0.648617552304123,0.648089503419473
26752,0.269483060691233,0.255921112059963
26753,0.512824330720399,0.649345797757551
26754,0.527825490981296,0.523729853780508
26755,0.349997013765612,0.471670253713555
26756,0.22032867453546,0.173564678561894
26757,0.586508808041337,0.521129078589463
26758,0.711080070683538,0.738341969649329
26759,0.232205202436577,0.270581472499296
26760,0.229388533641382,0.217908534149777
26761,0.507377170302824,0.653870925358779
26762,0.338501690198546,0.570324276211988
26763,0.773784127355175,0.750712545047231
26764,0.802612233627762,0.768179437348795
26765,0.503883931751939,0.592318436355266
26766,0.386987844310055,0.328148733325963
26767,0.805974310424229,0.676111971162937
26768,0.358241094258352,0.469834602040677
26769,0.400249447341141,0.389069009256497
26770,0.462988165639345,0.467189222872276
26771,0.247579056343093,0.303121831600039
26772,0.307672094423815,0.439509800506311
26773,0.362971120045923,0.445912507450629
26774,0.393592252234626,0.460198263923123
26775,0.345615863816669,0.460919986536661
26776,0.604774652928325,0.485234831163139
26777,0.45928830330796,0.665258441200261
26778,0.415069524754909,0.26863743930914
26779,0.4299553544096,0.534863180134601
26780,0.527532533276133,0.766048571086365
26781,0.392466007479664,0.516675362219115
26782,0.293935160937985,0.454231727941687
26783,0.277984874318441,0.335946497250463
26784,0.643731315041333,0.714664156957672
26785,0.552187964377521,0.583664638817536
26786,0.383961992779656,0.373518806852744
26787,0.356331342644824,0.576808010054512
26788,0.418090048848421,0.660414411996236
26789,0.30733593274743,0.383842639250712
26790,0.312337087607243,0.365568068963097
26791,0.314492859328946,0.300794604031244
26792,0.526137254560667,0.675841742023738
26793,0.465518623565013,0.754731012932967
26794,0.790533121080854,0.769133841293632
26795,0.546030511839336,0.751660671411837
26796,0.231276662604451,0.207326964799886
26797,0.558504808813102,0.606555383263257
26798,0.507403340435728,0.39683153161237
26799,0.58892366265164,0.558711305725525
26800,0.40644022762129,0.782255489196116
26801,0.474272822352433,0.439690222575164
26802,0.291931762463683,0.323425948062801
26803,0.338518010144895,0.369567352896626
26804,0.313616944896014,0.300245417910513
26805,0.304562750868088,0.277478154925344
26806,0.448258247753202,0.762184870356985
26807,0.648513835492699,0.79793249651982
26808,0.517926001030874,0.505521774018866
26809,0.683525669042127,0.501886260965016
26810,0.285602268410304,0.244285478228636
26811,0.300950529402743,0.342638175227121
26812,0.460665598952586,0.590358149574616
26813,0.540165874835708,0.531450518372431
26814,0.252621835055208,0.560634616260909
26815,0.198983645232437,0.181068094100636
26816,0.429155168106197,0.38787410189309
26817,0.633293978077337,0.755904730748269
26818,0.384338027245701,0.367687817565018
26819,0.628076083221878,0.532772146279427
26820,0.3778833124993,0.415618615368153
